Text,Sentiment,Timestamp,User,Platform,Retweets,Likes,Country,Year,Month,Day,Hour,Text_Combined,Processed_Text_NLTK,Sentiment_Score_VADER,Sentiment_VADER,TextBlob_Subjectivity,TextBlob_Polarity,Sentiment_TextBlob
A burst of creativity in the quiet solitude of an artist's studio.,Creativity,2015-09-01 16:00:00,StudioArtist,Twitter,15.0,30.0,Italy,2015,9,1,16,burst creativity quiet solitude artists studio creativity artistshaven,burst creativ quiet solitud artist studio creativ artistshaven,0.6369,Positive,0.3333333333333333,0.0,Neutral
Radiant joy akin to blooming flowers on a sun-kissed spring morning.,Radiance,2022-05-05 10:15:00,SpringEnthusiast,Facebook,25.0,50.0,Netherlands,2022,5,5,10,radiant joy akin blooming flowers sunkissed spring morning radiance springblooms,radiant joy akin bloom flower sunkiss spring morn radianc springbloom,0.8519,Positive,0.2,0.8,Positive
A sense of wonder at the vastness of the cosmos on a stargazing night.,Wonder,2018-07-08 23:00:00,CosmosExplorer,Instagram,40.0,80.0,South Africa,2018,7,8,23,sense wonder vastness cosmos stargazing night wonder stargazingadventure,sens wonder vast cosmo stargaz night wonder stargazingadventur,0.0,Neutral,0.0,0.0,Neutral
Rejuvenated by the salty breeze and the sound of waves at the seaside.,Rejuvenation,2021-09-20 14:30:00,SeaBreezeLover,Twitter,18.0,35.0,Spain,2021,9,20,14,rejuvenated salty breeze sound waves seaside rejuvenation seasideescape,rejuven salti breez sound wave seasid rejuven seasideescap,0.0,Neutral,0.4,0.4,Positive
Whispers of inspiration from the rustling leaves in a serene forest.,Inspiration,2016-11-15 11:45:00,ForestDreamer,Facebook,28.0,55.0,Portugal,2016,11,15,11,whispers inspiration rustling leaves serene forest inspiration forestwhispers,whisper inspir rustl leav seren forest inspir forestwhisp,0.8689,Positive,0.0,0.0,Neutral
Savoring the warmth of a cup of cocoa on a chilly winter evening.,Coziness,2020-01-12 18:00:00,WinterWarmth,Instagram,30.0,60.0,Switzerland,2020,1,12,18,savoring warmth cup cocoa chilly winter evening coziness warmwinterevening,savor warmth cup cocoa chilli winter even cozi warmwintereven,0.6705,Positive,0.9,-0.6,Negative
Heartfelt gratitude for the laughter shared during a family reunion.,Gratitude,2017-12-28 19:15:00,FamilyGatherer,Facebook,22.0,45.0,Austria,2017,12,28,19,heartfelt gratitude laughter shared family reunion gratitude familylaughter,heartfelt gratitud laughter share famili reunion gratitud familylaught,0.9403,Positive,1.0,0.0,Neutral
"Embarking on a culinary adventure, savoring exotic flavors around the world.",Adventure,2019-03-02 20:20:00,CulinaryExplorer,Twitter,35.0,70.0,Belgium,2019,3,2,20,embarking culinary adventure savoring exotic flavors around world adventure culinaryjourney,embark culinari adventur savor exot flavor around world adventur culinaryjourney,0.5574,Positive,0.5,0.25,Positive
Euphoria floods in as the final puzzle piece clicks into place.,Euphoria,2022-06-08 15:30:00,PuzzleSolver,Instagram,20.0,40.0,Denmark,2022,6,8,15,euphoria floods final puzzle piece clicks place euphoria puzzlecompletion,euphoria flood final puzzl piec click place euphoria puzzlecomplet,0.8625,Positive,1.0,0.0,Neutral
Awe-inspired by the grandeur of an ancient cathedral's intricate architecture.,Awe,2018-08-18 14:45:00,CathedralVisitor,Facebook,18.0,35.0,Czech Republic,2018,8,18,14,aweinspired grandeur ancient cathedrals intricate architecture awe architecturalgrandeur,aweinspir grandeur ancient cathedr intric architectur awe architecturalgrandeur,0.6124,Positive,0.0,0.0,Neutral
Captivated by the ethereal beauty of a field filled with fireflies.,Enchantment,2022-08-10 22:00:00,NightSkyObserver,Instagram,25.0,50.0,Brazil,2022,8,10,22,captivated ethereal beauty field filled fireflies enchantment fireflyfield,captiv ether beauti field fill firefli enchant fireflyfield,0.7506,Positive,0.9,0.4,Positive
Immersed in the enchanting melodies of a street musician's violin.,Melodic,2019-04-05 17:30:00,MusicLover,Twitter,18.0,35.0,France,2019,4,5,17,immersed enchanting melodies street musicians violin melodic streetmusic,immers enchant melodi street musician violin melod streetmus,0.0,Neutral,0.0,0.0,Neutral
Joyful laughter resonates through a lively summer carnival.,FestiveJoy,2020-12-15 15:45:00,CarnivalGoer,Facebook,22.0,45.0,Japan,2020,12,15,15,joyful laughter resonates lively summer carnival festivejoy summercarnival,joy laughter reson live summer carniv festivejoy summercarniv,0.875,Positive,0.5,0.13636363636363635,Positive
Exploring the universe within during a mindful meditation session.,InnerJourney,2017-10-20 08:15:00,MindfulExplorer,Instagram,35.0,70.0,Canada,2017,10,20,8,exploring universe within mindful meditation session innerjourney meditationbliss,explor univers within mind medit session innerjourney meditationbliss,0.0,Neutral,0.0,0.0,Neutral
Soaring like a free spirit on the winds of a coastal cliff.,Freedom,2021-02-28 13:00:00,CoastalExplorer,Twitter,30.0,60.0,Australia,2021,2,28,13,soaring like free spirit winds coastal cliff freedom coastaladventure,soar like free spirit wind coastal cliff freedom coastaladventur,0.8934,Positive,0.8,0.4,Positive
Dazzled by the elegance of a masquerade ball's dazzling costumes.,Dazzle,2018-06-12 20:30:00,MasqueradeAttendee,Facebook,28.0,55.0,UK,2018,6,12,20,dazzled elegance masquerade balls dazzling costumes dazzle masqueradeelegance,dazzl eleg masquerad ball dazzl costum dazzl masqueradeeleg,0.4767,Positive,1.0,0.75,Positive
Whimsical delight in a world of whimsical fairy tales.,Whimsy,2016-03-08 14:20:00,FairyTaleAdventurer,Instagram,20.0,40.0,USA,2016,3,8,14,whimsical delight world whimsical fairy tales whimsy fairytalemagic,whimsic delight world whimsic fairi tale whimsi fairytalemag,0.6705,Positive,0.5,-0.5,Negative
Reflective contemplation amid the ruins of a forgotten era.,Reflection,2023-04-18 17:10:00,RuinsExplorer,Twitter,18.0,35.0,Greece,2023,4,18,17,reflective contemplation amid ruins forgotten era reflection forgottenera,reflect contempl amid ruin forgotten era reflect forgottenera,-0.5859,Negative,0.2,-0.15,Negative
Riding the adrenaline rush on a rollercoaster's wild twists.,Adrenaline,2020-07-25 12:45:00,ThrillSeeker,Facebook,22.0,45.0,Germany,2020,7,25,12,riding adrenaline rush rollercoasters wild twists adrenaline rollercoasterthrills,ride adrenalin rush rollercoast wild twist adrenalin rollercoasterthril,0.0,Neutral,0.4,0.1,Positive
Harmony resonates as musicians play a symphony of unity.,Harmony,2019-11-30 19:30:00,MusicHarmonist,Instagram,35.0,70.0,Sweden,2019,11,30,19,harmony resonates musicians play symphony unity harmony musicalunity,harmoni reson musician play symphoni uniti harmoni musicalun,0.7783,Positive,0.0,0.0,Neutral
A burst of artistic creativity in the quietude of an artist's studio.,ArtisticBurst,2015-09-01 16:00:00,StudioArtist,Twitter,15.0,30.0,Italy,2015,9,1,16,burst artistic creativity quietude artists studio artisticburst studiocreativity,burst artist creativ quietud artist studio artisticburst studiocr,0.3818,Positive,1.0,0.3333333333333333,Positive
Radiant joy akin to blossoming flowers on a sunlit spring morning.,Radiance,2022-05-05 10:15:00,SpringEnthusiast,Facebook,25.0,50.0,Netherlands,2022,5,5,10,radiant joy akin blossoming flowers sunlit spring morning radiance springblooms,radiant joy akin blossom flower sunlit spring morn radianc springbloom,0.8519,Positive,0.2,0.8,Positive
Awe-inspired by the vastness of the cosmos on a stargazing night.,Wonder,2018-07-08 23:00:00,CosmosExplorer,Instagram,40.0,80.0,South Africa,2018,7,8,23,aweinspired vastness cosmos stargazing night wonder stargazingadventure,aweinspir vast cosmo stargaz night wonder stargazingadventur,0.0,Neutral,0.0,0.0,Neutral
Rejuvenated by the salty breeze and the sound of waves at the seaside.,Rejuvenation,2021-09-20 14:30:00,SeaBreezeLover,Twitter,18.0,35.0,Spain,2021,9,20,14,rejuvenated salty breeze sound waves seaside rejuvenation seasideescape,rejuven salti breez sound wave seasid rejuven seasideescap,0.0,Neutral,0.4,0.4,Positive
Whispers of inspiration from the rustling leaves in a serene forest.,Inspiration,2016-11-15 11:45:00,ForestDreamer,Facebook,28.0,55.0,Portugal,2016,11,15,11,whispers inspiration rustling leaves serene forest inspiration forestwhispers,whisper inspir rustl leav seren forest inspir forestwhisp,0.8689,Positive,0.0,0.0,Neutral
Savoring the warmth of a cup of cocoa on a chilly winter evening.,Coziness,2020-01-12 18:00:00,WinterWarmth,Instagram,30.0,60.0,Switzerland,2020,1,12,18,savoring warmth cup cocoa chilly winter evening coziness warmwinterevening,savor warmth cup cocoa chilli winter even cozi warmwintereven,0.6705,Positive,0.9,-0.6,Negative
Heartfelt gratitude for the laughter shared during a family reunion.,Gratitude,2017-12-28 19:15:00,FamilyGatherer,Facebook,22.0,45.0,Austria,2017,12,28,19,heartfelt gratitude laughter shared family reunion gratitude familylaughter,heartfelt gratitud laughter share famili reunion gratitud familylaught,0.9403,Positive,1.0,0.0,Neutral
"Embarking on a culinary odyssey, savoring flavors around the world.",CulinaryOdyssey,2019-03-02 20:20:00,CulinaryExplorer,Twitter,35.0,70.0,Belgium,2019,3,2,20,embarking culinary odyssey savoring flavors around world culinaryodyssey flavorsaroundtheworld,embark culinari odyssey savor flavor around world culinaryodyssey flavorsaroundtheworld,0.0,Neutral,0.0,0.0,Neutral
Euphoria floods in as the final puzzle piece fits perfectly.,Euphoria,2022-06-08 15:30:00,PuzzleSolver,Instagram,20.0,40.0,Denmark,2022,6,8,15,euphoria floods final puzzle piece fits perfectly euphoria perfectpuzzle,euphoria flood final puzzl piec fit perfectli euphoria perfectpuzzl,0.93,Positive,1.0,0.5,Positive
Awe-struck by the grandeur of an ancient cathedral's intricate architecture.,Awe,2018-08-18 14:45:00,CathedralVisitor,Facebook,18.0,35.0,Czech Republic,2018,8,18,14,awestruck grandeur ancient cathedrals intricate architecture awe architecturalgrandeur,awestruck grandeur ancient cathedr intric architectur awe architecturalgrandeur,0.6124,Positive,0.0,0.0,Neutral
Curiosity awakened by the mysteries of an ancient archaeological site.,Curiosity,2015-11-08 10:00:00,ArchaeologyEnthusiast,Instagram,18.0,35.0,Australia,2015,11,8,10,curiosity awakened mysteries ancient archaeological site curiosity ancientmysteries,curios awaken mysteri ancient archaeolog site curios ancientmysteri,0.0,Neutral,0.0,0.0,Neutral
Giddy with excitement as the first snowflakes dance from the sky.,Excitement,2020-12-02 17:30:00,SnowfallEnthusiast,Twitter,22.0,45.0,Canada,2020,12,2,17,giddy excitement first snowflakes dance sky excitement snowfallmagic,giddi excit first snowflak danc sky excit snowfallmag,0.7003,Positive,0.3333333333333333,0.25,Positive
Contentment envelops as the aroma of freshly baked bread fills the air.,Contentment,2017-06-10 12:15:00,BreadLover,Instagram,28.0,55.0,France,2017,6,10,12,contentment envelops aroma freshly baked bread fills air contentment freshbreadaroma,content envelop aroma freshli bake bread fill air content freshbreadaroma,0.6124,Positive,0.5,0.3,Positive
Inspired by the resilience of a lone tree standing tall in a storm.,Resilience,2021-04-15 14:20:00,NatureResilient,Facebook,35.0,70.0,USA,2021,4,15,14,inspired resilience lone tree standing tall storm resilience standingtall,inspir resili lone tree stand tall storm resili standingtal,0.2732,Positive,0.0,0.0,Neutral
"Lost in the pages of a captivating novel, transported to another world.",Immersion,2019-09-28 19:45:00,Bookworm,Twitter,20.0,40.0,UK,2019,9,28,19,lost pages captivating novel transported another world immersion captivatingnovel,lost page captiv novel transport anoth world immers captivatingnovel,0.0,Neutral,1.0,0.5,Positive
Drenched in nostalgia while flipping through an old family photo album.,Nostalgia,2016-12-05 21:00:00,FamilyHistorian,Instagram,25.0,50.0,India,2016,12,5,21,drenched nostalgia flipping old family photo album nostalgia familyphotoalbum,drench nostalgia flip old famili photo album nostalgia familyphotoalbum,0.0,Neutral,0.2,0.1,Positive
Spark of inspiration ignites like a shooting star in the night sky.,Spark,2018-02-10 23:30:00,NightSkyWatcher,Facebook,30.0,60.0,Australia,2018,2,10,23,spark inspiration ignites like shooting star night sky spark inspirationignited,spark inspir ignit like shoot star night sky spark inspirationignit,0.8271,Positive,0.0,0.0,Neutral
Imbued with gratitude for the simple pleasure of a warm cup of tea.,Gratitude,2023-02-15 08:30:00,TeaEnthusiast,Twitter,18.0,35.0,Japan,2023,2,15,8,imbued gratitude simple pleasure warm cup tea gratitude warmtea,imbu gratitud simpl pleasur warm cup tea gratitud warmtea,0.9042,Positive,0.47857142857142854,0.3,Positive
Marveling at the kaleidoscope of colors in a vibrant street market.,Marvel,2015-08-22 15:00:00,MarketExplorer,Instagram,22.0,45.0,Brazil,2015,8,22,15,marveling kaleidoscope colors vibrant street market marvel colorfulstreetmarket,marvel kaleidoscop color vibrant street market marvel colorfulstreetmarket,0.7351,Positive,0.3333333333333333,0.16666666666666666,Positive
Awash with serenity as the sun sets over a tranquil lakeside retreat.,Serenity,2020-11-20 18:45:00,LakesideRetreater,Facebook,28.0,55.0,Germany,2020,11,20,18,awash serenity sun sets tranquil lakeside retreat serenity tranquilsunset,awash seren sun set tranquil lakesid retreat seren tranquilsunset,0.25,Positive,0.0,0.0,Neutral
Drowning in sorrow as memories of lost love resurface.,Heartbreak,2019-08-05 21:00:00,LostInLove,Instagram,15.0,30.0,USA,2019,8,5,21,drowning sorrow memories lost love resurface heartbreak lostlove,drown sorrow memori lost love resurfac heartbreak lostlov,-0.6369,Negative,0.6,0.5,Positive
Numbness sets in as the weight of loneliness grows heavier.,Loneliness,2021-02-12 16:45:00,SolitudeSeeker,Twitter,18.0,35.0,Canada,2021,2,12,16,numbness sets weight loneliness grows heavier loneliness heavyheart,numb set weight loneli grow heavier loneli heavyheart,-0.7717,Negative,0.0,0.0,Neutral
"Tears fall like raindrops, mourning the end of a cherished friendship.",Grief,2020-11-28 14:20:00,FriendshipsEnd,Facebook,22.0,45.0,UK,2020,11,28,14,tears fall like raindrops mourning end cherished friendship grief lostfriendship,tear fall like raindrop mourn end cherish friendship grief lostfriendship,0.1779,Positive,0.2,-0.8,Negative
"Despair clouds the mind, feeling adrift in an endless sea of darkness.",Despair,2016-05-15 22:30:00,LostInDarkness,Instagram,28.0,55.0,Australia,2016,5,15,22,despair clouds mind feeling adrift endless sea darkness despair endlessdarkness,despair cloud mind feel adrift endless sea dark despair endlessdark,-0.6249,Negative,0.75,-0.125,Negative
"Shattered by betrayal, trust crumbles like fragile glass.",Betrayal,2018-09-10 13:15:00,BrokenTrust,Twitter,22.0,45.0,Germany,2018,9,10,13,shattered betrayal trust crumbles like fragile glass betrayal shatteredtrust,shatter betray trust crumbl like fragil glass betray shatteredtrust,-0.7096,Negative,0.5,0.0,Neutral
"Aching heart, the symphony of pain plays in the silence of solitude.",Suffering,2022-03-20 19:30:00,SilentSufferer,Facebook,25.0,50.0,Brazil,2022,3,20,19,aching heart symphony pain plays silence solitude suffering heartachesymphony,ach heart symphoni pain play silenc solitud suffer heartachesymphoni,-0.8225,Negative,0.0,0.0,Neutral
"Emotional storm, a whirlwind of sadness engulfs every thought.",EmotionalStorm,2017-07-18 17:45:00,StormyFeelings,Instagram,30.0,60.0,India,2017,7,18,17,emotional storm whirlwind sadness engulfs every thought emotionalstorm sadnesswhirlwind,emot storm whirlwind sad engulf everi thought emotionalstorm sadnesswhirlwind,-0.3182,Negative,0.65,0.0,Neutral
"Haunted by regrets, the ghost of the past lingers relentlessly.",Regret,2018-12-15 10:00:00,LingeringGhost,Twitter,18.0,35.0,France,2018,12,15,10,haunted regrets ghost past lingers relentlessly regret hauntedpast,haunt regret ghost past linger relentlessli regret hauntedpast,-0.8658,Negative,0.225,-0.175,Negative
"Torn apart by grief, the echoes of loss reverberate through the soul.",Grief,2015-06-28 21:15:00,EchoesOfLoss,Facebook,28.0,55.0,Italy,2015,6,28,21,torn apart grief echoes loss reverberate soul grief tornapart,torn apart grief echo loss reverber soul grief tornapart,-0.8658,Negative,0.2,-0.8,Negative
"Isolation deepens, an emotional winter where warmth is but a distant memory.",Isolation,2020-04-02 14:20:00,WinterOfEmotions,Instagram,35.0,70.0,Japan,2020,4,2,14,isolation deepens emotional winter warmth distant memory isolation emotionalwinter,isol deepen emot winter warmth distant memori isol emotionalwint,-0.2023,Negative,0.5,-0.05,Negative
"Soul-crushing disappointment, hopes shattered like fragile glass.",Disappointment,2019-10-08 18:30:00,ShatteredHopes,Twitter,20.0,40.0,Spain,2019,10,8,18,soulcrushing disappointment hopes shattered like fragile glass disappointment crushedhopes,soulcrush disappoint hope shatter like fragil glass disappoint crushedhop,-0.6597,Negative,0.43333333333333335,-0.39999999999999997,Negative
"Painful echoes of a love once cherished, now lost in the abyss of time.",LostLove,2016-11-22 09:45:00,AbyssOfTime,Facebook,22.0,45.0,Netherlands,2016,11,22,9,painful echoes love cherished lost abyss time lostlove painfulechoes,pain echo love cherish lost abyss time lostlov painfulecho,0.5106,Positive,0.75,-0.09999999999999998,Negative
"Heartache deepens, a solitary journey through the abyss of despair.",Despair,2022-08-18 22:00:00,SolitaryDescent,Instagram,40.0,80.0,South Africa,2022,8,18,22,heartache deepens solitary journey abyss despair despair abyssofheartache,heartach deepen solitari journey abyss despair despair abyssofheartach,-0.5574,Negative,0.0,0.0,Neutral
"Melancholy lingers, a bittersweet serenade in the quietude of solitude.",Melancholy,2017-03-12 23:30:00,SerenadeOfSolitude,Twitter,18.0,35.0,UK,2017,3,12,23,melancholy lingers bittersweet serenade quietude solitude melancholy quietserenade,melancholi linger bittersweet serenad quietud solitud melancholi quietserenad,-0.7269,Negative,0.0,0.0,Neutral
"Bitterness like a poison, seeping into every crevice of the wounded heart.",Bitterness,2015-12-15 16:15:00,PoisonedHeart,Facebook,25.0,50.0,Australia,2015,12,15,16,bitterness like poison seeping every crevice wounded heart bitterness woundedheart,bitter like poison seep everi crevic wound heart bitter woundedheart,-0.7506,Negative,0.0,0.0,Neutral
"Emotional exhaustion, the weight of the world crushing weary shoulders.",Exhaustion,2021-09-05 13:30:00,WearySoulCrushed,Instagram,35.0,70.0,Canada,2021,9,5,13,emotional exhaustion weight world crushing weary shoulders exhaustion crushedspirit,emot exhaust weight world crush weari shoulder exhaust crushedspirit,-0.7906,Negative,0.775,0.2,Positive
"Sorrowful echoes, a symphony of pain played by the strings of loss.",Sorrow,2018-05-22 20:45:00,StringsOfSorrow,Twitter,18.0,35.0,Germany,2018,5,22,20,sorrowful echoes symphony pain played strings loss sorrow symphonyofloss,sorrow echo symphoni pain play string loss sorrow symphonyofloss,-0.8689,Negative,0.0,0.0,Neutral
"Darkness descends, engulfing the soul in the shadows of despair.",Darkness,2016-07-10 18:20:00,SoulInShadow,Facebook,28.0,55.0,USA,2016,7,10,18,darkness descends engulfing soul shadows despair darkness soulengulfed,dark descend engulf soul shadow despair dark soulengulf,-0.6486,Negative,0.0,0.0,Neutral
"Desperation whispers, the silent plea for a glimmer of hope in the abyss.",Desperation,2019-04-30 14:00:00,WhisperedDespair,Instagram,22.0,45.0,France,2019,4,30,14,desperation whispers silent plea glimmer hope abyss desperation glimmerofhope,desper whisper silent plea glimmer hope abyss desper glimmerofhop,-0.4767,Negative,0.1,0.0,Neutral
"Heart in ruins, the remnants of shattered dreams scattered in the wind.",Ruins,2022-01-08 11:30:00,DreamsInWind,Twitter,20.0,40.0,Brazil,2022,1,8,11,heart ruins remnants shattered dreams scattered wind ruins shattereddreams,heart ruin remnant shatter dream scatter wind ruin shattereddream,-0.7351,Negative,0.2,-0.15,Negative
"Shattered by the echoes of a shattered dream, fragments of hope scattered.",Desolation,2017-09-10 19:15:00,DreamEchoes,Twitter,20.0,40.0,Australia,2017,9,10,19,shattered echoes shattered dream fragments hope scattered desolation scatteredhope,shatter echo shatter dream fragment hope scatter desol scatteredhop,-0.3182,Negative,0.0,0.0,Neutral
"Avoiding the thorns of regret, walking barefoot on the path of remorse.",Regret,2022-04-18 11:30:00,RemorseWalker,Instagram,25.0,50.0,Canada,2022,4,18,11,avoiding thorns regret walking barefoot path remorse regret pathofremorse,avoid thorn regret walk barefoot path remors regret pathofremors,-0.8442,Negative,0.0,0.0,Neutral
"In the labyrinth of grief, the walls echo with the footsteps of lost joy.",Grief,2018-12-05 21:45:00,JoyLabyrinth,Facebook,18.0,35.0,USA,2018,12,5,21,labyrinth grief walls echo footsteps lost joy grief lostjoyfootsteps,labyrinth grief wall echo footstep lost joy grief lostjoyfootstep,-0.5994,Negative,0.20000000000000004,-0.26666666666666666,Negative
"A soul adrift in the sea of solitude, waves of loneliness crashing relentlessly.",Loneliness,2016-06-28 14:20:00,SolitudeSeas,Twitter,22.0,45.0,UK,2016,6,28,14,soul adrift sea solitude waves loneliness crashing relentlessly loneliness crashingwaves,soul adrift sea solitud wave loneli crash relentlessli loneli crashingwav,-0.6808,Negative,0.0,0.0,Neutral
"The bitterness of betrayal, a taste that lingers, staining the palate of trust.",Bitterness,2019-10-22 17:00:00,PalateStainer,Instagram,15.0,30.0,Germany,2019,10,22,17,bitterness betrayal taste lingers staining palate trust bitterness stainedtrust,bitter betray tast linger stain palat trust bitter stainedtrust,-0.7096,Negative,0.0,0.0,Neutral
"In the ruins of hope, echoes of shattered dreams whisper tales of loss.",Desolation,2021-03-15 22:45:00,HopeRuins,Facebook,28.0,55.0,Brazil,2021,3,15,22,ruins hope echoes shattered dreams whisper tales loss desolation whisperedloss,ruin hope echo shatter dream whisper tale loss desol whisperedloss,-0.4019,Negative,0.2,-0.15,Negative
"Sinking like a stone in the ocean of heartbreak, each ripple a sigh of despair.",Heartbreak,2017-08-10 19:30:00,OceanSinker,Twitter,22.0,45.0,France,2017,8,10,19,sinking like stone ocean heartbreak ripple sigh despair heartbreak rippleofdespair,sink like stone ocean heartbreak rippl sigh despair heartbreak rippleofdespair,-0.7964,Negative,0.0,0.0,Neutral
"Tears, the ink staining the pages of a journal, a testament to silent grief.",Grief,2023-01-28 14:30:00,InkJournalist,Instagram,30.0,60.0,India,2023,1,28,14,tears ink staining pages journal testament silent grief grief silenttears,tear ink stain page journal testament silent grief grief silenttear,-0.8074,Negative,0.16666666666666666,-0.5333333333333333,Negative
"In the wasteland of lost trust, the echoes of broken promises reverberate.",Betrayal,2016-12-12 10:00:00,TrustWasteland,Facebook,25.0,50.0,Italy,2016,12,12,10,wasteland lost trust echoes broken promises reverberate betrayal reverberatingpromises,wasteland lost trust echo broken promis reverber betray reverberatingpromis,-0.5106,Negative,0.4,-0.4,Negative
"Avoiding the shards of shattered dreams, walking the tightrope of resilience.",Resilience,2020-07-18 15:15:00,DreamTightrope,Twitter,35.0,70.0,Japan,2020,7,18,15,avoiding shards shattered dreams walking tightrope resilience resilience tightropewalk,avoid shard shatter dream walk tightrop resili resili tightropewalk,-0.4215,Negative,0.0,0.0,Neutral
"Suffocating in the silence of solitude, where echoes of laughter once thrived.",Isolation,2022-05-20 20:30:00,EchoedLaughter,Instagram,30.0,60.0,South Africa,2022,5,20,20,suffocating silence solitude echoes laughter thrived isolation silentsolitude,suffoc silenc solitud echo laughter thrive isol silentsolitud,0.128,Positive,0.5,-0.5,Negative
"Haunted by the specter of lost possibilities, a ghost that refuses to fade away.",Regret,2019-11-08 14:45:00,PossibilityGhost,Twitter,18.0,35.0,Spain,2019,11,8,14,haunted specter lost possibilities ghost refuses fade away regret fadingpossibilities,haunt specter lost possibl ghost refus fade away regret fadingposs,-0.8591,Negative,0.0,0.0,Neutral
"In the labyrinth of despair, the echoes of a broken heart reverberate endlessly.",Despair,2017-03-28 22:00:00,EndlessLabyrinth,Facebook,28.0,55.0,Australia,2017,3,28,22,labyrinth despair echoes broken heart reverberate endlessly despair endlessreverberation,labyrinth despair echo broken heart reverber endlessli despair endlessreverber,-0.7717,Negative,0.575,-0.2625,Negative
"Sinking like autumn leaves in the river of sorrow, carried away by the current.",Sorrow,2020-09-15 18:15:00,RiverOfSorrow,Instagram,22.0,45.0,Canada,2020,9,15,18,sinking like autumn leaves river sorrow carried away current sorrow autumnleaves,sink like autumn leav river sorrow carri away current sorrow autumnleav,-0.6486,Negative,0.4,0.0,Neutral
"In the garden of broken dreams, petals fall, a silent testimony to shattered hopes.",Desolation,2018-06-10 13:30:00,DreamGardener,Twitter,20.0,40.0,UK,2018,6,10,13,garden broken dreams petals fall silent testimony shattered hopes desolation shatteredhopes,garden broken dream petal fall silent testimoni shatter hope desol shatteredhop,-0.1779,Negative,0.25,-0.2,Negative
"Tears, the currency of grief, spent in the marketplace of lost love and longing.",Grief,2016-12-22 21:45:00,CurrencyOfTears,Facebook,25.0,50.0,USA,2016,12,22,21,tears currency grief spent marketplace lost love longing grief lostlovelonging,tear currenc grief spent marketplac lost love long grief lostlovelong,-0.6705,Negative,0.275,-0.30000000000000004,Negative
"Wandering in the maze of betrayal, the walls closing in with every wrong turn.",Betrayal,2021-01-05 16:20:00,MazeWanderer,Instagram,15.0,30.0,Germany,2021,1,5,16,wandering maze betrayal walls closing every wrong turn betrayal closingwalls,wander maze betray wall close everi wrong turn betray closingwal,-0.8934,Negative,0.9,-0.5,Negative
"A soul weathered by the storm of heartbreak, seeking refuge in the calm after.",Heartbreak,2019-04-18 11:00:00,StormSeeker,Twitter,22.0,45.0,Brazil,2019,4,18,11,soul weathered storm heartbreak seeking refuge calm heartbreak calmafterstorm,soul weather storm heartbreak seek refug calm heartbreak calmafterstorm,-0.7269,Negative,0.75,0.30000000000000004,Positive
"In the tapestry of despair, threads of hope unravel, leaving a portrait of sorrow.",Despair,2017-08-28 19:30:00,TapestrySorrow,Facebook,18.0,35.0,India,2017,8,28,19,tapestry despair threads hope unravel leaving portrait sorrow despair unraveledhope,tapestri despair thread hope unravel leav portrait sorrow despair unraveledhop,-0.6249,Negative,0.0,0.0,Neutral
"Like a withered rose in the garden of love, petals fall, a silent surrender to time.",Loss,2023-02-10 14:30:00,WitheredRose,Instagram,28.0,55.0,France,2023,2,10,14,like withered rose garden love petals fall silent surrender time loss silentsurrender,like wither rose garden love petal fall silent surrend time loss silentsurrend,0.6597,Positive,0.5499999999999999,0.3666666666666667,Positive
"In the void of heartache, echoes of a love song play, each note a pang of longing.",Heartache,2022-07-10 22:15:00,LoveSongEcho,Instagram,30.0,60.0,Japan,2022,7,10,22,void heartache echoes love song play note pang longing heartache lovesonglonging,void heartach echo love song play note pang long heartach lovesonglong,0.7579,Positive,0.6,0.5,Positive
"Nostalgia, a bittersweet dance in the moonlit ballroom of cherished memories.",Nostalgia,2019-05-15 21:30:00,MoonlitMemories,Twitter,18.0,35.0,Italy,2019,5,15,21,nostalgia bittersweet dance moonlit ballroom cherished memories nostalgia cherishedmemories,nostalgia bittersweet danc moonlit ballroom cherish memori nostalgia cherishedmemori,0.4588,Positive,0.0,0.0,Neutral
"In the symphony of grief, each tear is a note, composing a melancholic melody.",Grief,2018-11-28 14:00:00,SymphonyOfTears,Facebook,22.0,45.0,Germany,2018,11,28,14,symphony grief tear note composing melancholic melody grief melancholicmelody,symphoni grief tear note compos melanchol melodi grief melancholicmelodi,-0.7717,Negative,0.2,-0.8,Negative
"Betrayal, a venomous serpent slithering through the garden of trust, poisoning roots.",Betrayal,2021-03-02 17:45:00,VenomousGarden,Instagram,25.0,50.0,Canada,2021,3,2,17,betrayal venomous serpent slithering garden trust poisoning roots betrayal poisonedtrust,betray venom serpent slither garden trust poison root betray poisonedtrust,-0.8442,Negative,0.0,0.0,Neutral
"Sinking in the quicksand of despair, the harder you fight, the deeper you descend.",Despair,2016-10-18 19:30:00,QuicksandFighter,Twitter,20.0,40.0,USA,2016,10,18,19,sinking quicksand despair harder fight deeper descend despair deepdescent,sink quicksand despair harder fight deeper descend despair deepdesc,-0.7351,Negative,0.0,-0.1,Negative
"Wandering through the cemetery of lost dreams, tombstones marking untold sorrows.",Desolation,2020-08-15 12:30:00,DreamCemetery,Facebook,28.0,55.0,France,2020,8,15,12,wandering cemetery lost dreams tombstones marking untold sorrows desolation untoldsorrows,wander cemeteri lost dream tombston mark untold sorrow desol untoldsorrow,-0.296,Negative,0.0,0.0,Neutral
